loan_id,date,customer_age,total_paid,total_due_today,balance,days_past_due,closing_balance,advance,balance_due_to_date,arrears,balance_due_status,payment,expected_payment,first_payment,first_expected_payment,account_status_l1,account_status_l2,return_date,sale_date,credit_check_done,payment_amount,adjustment_amount,prepayment_amount,deposit,weekly_rate,credit_expiry,next_invoice_date,discount,overpayment_amount,max_payment_date,initial_pay,total_paid_with_adjustments_15d
recBlD2QxXyidaeqJ,3/31/2025,17,21199,21199.0,78400.0,0,78400.0,0.0,0.0,0.0,up to date,0,0.0,0,0,New Active,Active,None,3/14/2025,Y LOAN,,,0,16399.0,1600.0,4/4/2025,4/4/2025,0.0,0.0,12/17/2025,17999,21199
recf7G4XBpEuEMUAx,3/31/2025,73,18659,19799.0,47880.0,3,47880.0,0.0,-1140.0,1140.0,Arrears,0,0.0,0,0,Inactive 01-07,Inactive,None,1/17/2025,Y LOAN,,,0,7259.0,1140.0,3/28/2025,4/4/2025,0.0,0.0,10/4/2025,8399,18659
recjhF5lqh9Zq1Cc2,3/31/2025,445,60919,61019.0,0.0,0,0.0,0.0,-100.0,100.0,Arrears,0,0.0,0,0,Paid Off Loan,Paid Off,None,1/11/2024,Y LOAN,,,0,8499.0,1010.0,1/2/2025,4/3/2025,100.0,0.0,12/2/2024,9509,60919
recvfAcnmoxLviKfp,3/31/2025,471,81199,81199.0,0.0,0,0.0,0.0,0.0,0.0,up to date,0,0.0,0,0,Paid Off Loan,Paid Off,None,12/16/2023,Y LOAN,,,0,10999.0,1350.0,12/14/2024,4/5/2025,0.0,0.0,12/7/2024,12349,81199
recKDExxzc83uYqGP,3/31/2025,574,16839,54239.0,37400.0,511,37400.0,0.0,-37400.0,37400.0,Arrears,0,870.0,0,0,Cancelled Returned past 3 mths,Return,2/2/2024,9/4/2023,Y LOAN,,,0,8999.0,870.0,11/6/2023,4/7/2025,0.0,0.0,11/5/2023,9869,16839
recQ1GWYfOK0ehF72,3/31/2025,53,14899,25679.0,78540.0,46,78540.0,0.0,-10780.0,10780.0,Arrears,0,0.0,0,0,First Payment Default,FPD,None,2/6/2025,Y LOAN,,,0,13359.0,1540.0,2/13/2025,4/3/2025,0.0,0.0,2/6/2025,14899,14899
rec6w6sUHq3KSljhX,3/31/2025,16,6899,8799.0,48450.0,9,48450.0,0.0,-1900.0,1900.0,Arrears,0,0.0,0,0,First Payment Default,FPD,4/15/2025,3/15/2025,Y LOAN,,,0,5949.0,950.0,3/22/2025,4/5/2025,0.0,0.0,3/15/2025,6899,6899
recFB4c1kw5NNkhQJ,3/31/2025,501,32449,58359.0,25910.0,333,25910.0,0.0,-25910.0,25910.0,Arrears,0,0.0,0,0,Cancelled Returned past 3 mths,Return,11/28/2024,11/16/2023,Y LOAN,,,0,9999.0,930.0,5/2/2024,4/3/2025,0.0,0.0,11/8/2024,10929,32449
recbrWyyEdSaW6yZi,3/31/2025,299,12019,38539.0,33540.0,236,33540.0,0.0,-26520.0,26520.0,Arrears,0,0.0,0,0,Write Off,PAR 30,None,6/5/2024,Y LOAN,,,0,4999.0,780.0,8/7/2024,4/2/2025,0.0,0.0,7/28/2024,5779,12019
reclENGyUAQqItXcp,3/31/2025,59,17439,17439.0,48590.0,0,48590.0,0.0,0.0,0.0,up to date,0,0.0,0,0,Lost Write Off,PAR 30,None,1/31/2025,Y LOST,,,0,7269.0,1130.0,4/4/2025,4/4/2025,0.0,0.0,11/28/2025,8399,17439
recm8sqvY8miuE6e0,3/31/2025,233,27129,29319.0,15330.0,16,15330.0,0.0,-2190.0,2190.0,Arrears,0,0.0,0,0,Inactive 15-30,PAR 7,None,8/10/2024,Y LOAN,,,0,4499.0,730.0,3/15/2025,4/5/2025,0.0,0.0,7/25/2025,5229,27129
recoDxLUFEWnNoogE,3/31/2025,419,20929,48579.0,27650.0,300,27650.0,0.0,-27650.0,27650.0,Arrears,0,0.0,0,0,Cancelled Returned past 3 mths,Return,8/13/2024,2/6/2024,Y LOAN,,,0,7499.0,790.0,6/4/2024,4/1/2025,0.0,0.0,7/17/2024,8289,20929
recNdarGYO4YWBKma,3/31/2025,385,25779,73379.0,47600.0,301,47600.0,0.0,-47600.0,47600.0,Arrears,0,1190.0,0,0,Cancelled Returned past 3 mths,Return,8/21/2024,3/11/2024,Y LOAN,,,0,11499.0,1190.0,6/3/2024,4/7/2025,0.0,0.0,5/26/2024,12689,25779
